axis,snp,loading,precip,temp,predictor,correlation
1,NC_046221.1.100011808,-0.0258531873960172,-0.341150186004342,-0.51501370857826,temp,0.51501370857826
1,NC_046221.1.100380948,0.0264559208018578,0.613372303324659,0.22921536002807,precip,0.613372303324659
1,NC_046221.1.100493468,0.0266974092438162,0.652953234029728,0.211484911674245,precip,0.652953234029728
1,NC_046221.1.100569380,0.0255572785882774,0.462967078805439,0.377420711448701,precip,0.462967078805439
1,NC_046221.1.100580368,0.0265617027276076,0.575982141715084,0.274962146706197,precip,0.575982141715084
1,NC_046221.1.100985592,0.026210470477327,0.517789729589838,0.351056924629992,precip,0.517789729589838
1,NC_046221.1.100998734,0.0272737692248355,0.581460265414246,0.312558810788764,precip,0.581460265414246
1,NC_046221.1.101005480,0.0261237563814803,0.698453303260212,0.12450607645147,precip,0.698453303260212
1,NC_046221.1.101297700,0.0256217792513114,0.651770982228038,0.102702461962629,precip,0.651770982228038
1,NC_046221.1.101368975,0.0262235906246909,0.686025288799279,0.11620204224797,precip,0.686025288799279
1,NC_046221.1.101593101,0.025626980665447,0.575460005110275,0.265452330268273,precip,0.575460005110275
1,NC_046221.1.102370425,0.0260620880315202,0.551489051891539,0.27482107482136,precip,0.551489051891539
1,NC_046221.1.102406424,0.0259347799842226,0.677619151310829,0.173105913482961,precip,0.677619151310829
1,NC_046221.1.102598228,0.0257688582224679,0.644716484930621,0.18014074907106,precip,0.644716484930621
1,NC_046221.1.102641884,0.0263335319905362,0.699357439131578,0.107499368538437,precip,0.699357439131578
1,NC_046221.1.102930131,0.0258531413572909,0.591739958303467,0.247864334175449,precip,0.591739958303467
1,NC_046221.1.102988869,0.0268516712817735,0.523723225519171,0.353780626146845,precip,0.523723225519171
1,NC_046221.1.103143614,0.0256097279112287,0.652338933896564,0.170003122391845,precip,0.652338933896564
1,NC_046221.1.10358867,0.0259078050757614,0.619998390169747,0.225144558207017,precip,0.619998390169747
1,NC_046221.1.103620265,0.0272675918525483,0.58339949647917,0.28709028035838,precip,0.58339949647917
1,NC_046221.1.103920515,0.0264158032185632,0.612278344960079,0.254752250996402,precip,0.612278344960079
1,NC_046221.1.103936248,0.0259881720598885,0.631318158510278,0.218618244130582,precip,0.631318158510278
1,NC_046221.1.104177747,0.0275382233177889,0.596552909763306,0.297130976407629,precip,0.596552909763306
1,NC_046221.1.104325214,0.0272678408696156,0.643863611124101,0.251196741976074,precip,0.643863611124101
1,NC_046221.1.105107414,0.0258813354715987,0.575423487453083,0.243986970307976,precip,0.575423487453083
1,NC_046221.1.1058380,0.0259367864845792,0.639905856072374,0.196173692714464,precip,0.639905856072374
1,NC_046221.1.106073816,0.026398031101235,0.561032394331568,0.286295100040153,precip,0.561032394331568
1,NC_046221.1.10628644,0.0280675817603639,0.640602919060769,0.263834705210152,precip,0.640602919060769
1,NC_046221.1.106431919,0.025870993797508,0.586514046466294,0.215309955305434,precip,0.586514046466294
1,NC_046221.1.106446744,0.0270151684438111,0.664199960948364,0.192244160373895,precip,0.664199960948364
1,NC_046221.1.106669460,0.0255821330587974,0.613022191132914,0.202670853372977,precip,0.613022191132914
1,NC_046221.1.106787631,0.0268247051233957,0.521496697822628,0.355582782334264,precip,0.521496697822628
1,NC_046221.1.107751456,0.025828471131815,0.544269156368597,0.282818052490598,precip,0.544269156368597
1,NC_046221.1.108057693,0.0273051072702002,0.5859047567453,0.309579597597824,precip,0.5859047567453
1,NC_046221.1.108299046,0.0267697853506503,0.828768015696495,0.0142062352988628,precip,0.828768015696495
1,NC_046221.1.108485424,0.0257811384805773,0.544971722097768,0.280964478149014,precip,0.544971722097768
1,NC_046221.1.108673893,0.0256802080277575,0.480171559494984,0.341166236124503,precip,0.480171559494984
1,NC_046221.1.108750892,0.0263798440966094,0.49504673271966,0.354854535084838,precip,0.49504673271966
1,NC_046221.1.108826365,0.0264514331729578,0.581450269206866,0.251235776102542,precip,0.581450269206866
1,NC_046221.1.109021638,0.02585652870739,0.660932311094233,0.188593230148564,precip,0.660932311094233
1,NC_046221.1.109323936,0.0272198576608572,0.71379768012514,0.161059022701203,precip,0.71379768012514
1,NC_046221.1.109763722,0.0283278377277897,0.646368700669035,0.239046165432725,precip,0.646368700669035
1,NC_046221.1.109763728,0.0272080385393243,0.63890879712962,0.217350730593635,precip,0.63890879712962
1,NC_046221.1.110024903,0.0261748471112299,0.664628348435614,0.175596360899819,precip,0.664628348435614
1,NC_046221.1.110428287,0.0270656256033179,0.61515638837487,0.251180272906915,precip,0.61515638837487
1,NC_046221.1.110430218,0.0255576592078872,0.796666866644986,0.040387680266812,precip,0.796666866644986
1,NC_046221.1.111204717,0.0272954923483512,0.584615146027412,0.292432984036049,precip,0.584615146027412
1,NC_046221.1.111204737,0.0269780406819019,0.539004927583706,0.332859315579966,precip,0.539004927583706
1,NC_046221.1.111209153,0.0264503480828986,0.595171182189086,0.275558185614651,precip,0.595171182189086
1,NC_046221.1.111289524,0.0264975261790918,0.580800244060681,0.261486803482592,precip,0.580800244060681
1,NC_046221.1.111299064,0.0283640215380527,0.721642899446692,0.148469754093129,precip,0.721642899446692
1,NC_046221.1.111331533,0.0257710834880506,0.539437529978308,0.27331735990032,precip,0.539437529978308
1,NC_046221.1.111389352,0.0262508339372524,0.647061598233111,0.17923101919766,precip,0.647061598233111
1,NC_046221.1.112012663,0.0270350387798266,0.707636873435609,0.1357446855381,precip,0.707636873435609
1,NC_046221.1.11202001,0.0273584254935476,0.533222764004488,0.304457204513155,precip,0.533222764004488
1,NC_046221.1.112114492,0.0268467593265195,0.567102140394303,0.303799435684778,precip,0.567102140394303
1,NC_046221.1.112168565,0.0260425597569495,0.590450680378874,0.273366304830558,precip,0.590450680378874
1,NC_046221.1.112594940,0.0267802096217,0.655170405393887,0.223433125216085,precip,0.655170405393887
1,NC_046221.1.112595746,0.0262129984663996,0.545888021522441,0.314228976779032,precip,0.545888021522441
1,NC_046221.1.112716041,0.0264757793192453,0.709981075324637,0.14143776366665,precip,0.709981075324637
1,NC_046221.1.112838323,0.0272326997278427,0.610268433165968,0.28070412900564,precip,0.610268433165968
1,NC_046221.1.112861081,0.0268090876274409,0.543436379230911,0.330711491822513,precip,0.543436379230911
1,NC_046221.1.112986173,0.0260593618584173,0.609473200156535,0.217419109414698,precip,0.609473200156535
1,NC_046221.1.113653771,0.0259437823081263,0.663918684782506,0.117877011145154,precip,0.663918684782506
1,NC_046221.1.113813667,0.0256077992459083,0.602580773776801,0.214544709951353,precip,0.602580773776801
1,NC_046221.1.114083794,0.0259113629814109,0.473642421641359,0.377665178610855,precip,0.473642421641359
1,NC_046221.1.115968324,0.026272005684495,0.602989202048722,0.247134273096639,precip,0.602989202048722
1,NC_046221.1.115974105,0.0271872547638166,0.59345955727436,0.283843419430095,precip,0.59345955727436
1,NC_046221.1.116221203,-0.0268351274674396,-0.603663129407896,-0.242452899585181,precip,0.603663129407896
1,NC_046221.1.116530723,0.0276220093227938,0.592360073159395,0.25204583430421,precip,0.592360073159395
1,NC_046221.1.116604691,0.0256474948627493,0.510695065234024,0.322569145428797,precip,0.510695065234024
1,NC_046221.1.117422293,0.0263326809493643,0.832599626975411,-0.0116785836058437,precip,0.832599626975411
1,NC_046221.1.117452392,0.0257457299884076,0.760138195526067,0.0323436364792292,precip,0.760138195526067
1,NC_046221.1.117472259,0.0255785873552961,0.579176759302249,0.232815810395711,precip,0.579176759302249
1,NC_046221.1.117475808,0.0277609561447721,0.54726861762783,0.356363260899567,precip,0.54726861762783
1,NC_046221.1.117520396,0.0256727537848687,0.474096175940117,0.359561868516739,precip,0.474096175940117
1,NC_046221.1.117535280,0.0256200809087629,0.482510037751119,0.33249969754439,precip,0.482510037751119
1,NC_046221.1.117750928,0.0256809479359498,0.586151960621512,0.237517977613781,precip,0.586151960621512
1,NC_046221.1.117813933,0.0256039574733433,0.574008738145187,0.236939637293216,precip,0.574008738145187
1,NC_046221.1.118040969,0.0257426017418401,0.60042678574515,0.247046706182156,precip,0.60042678574515
1,NC_046221.1.118253532,0.0262212530414756,0.467103242474385,0.378041111319783,precip,0.467103242474385
1,NC_046221.1.119232086,0.027614623158047,0.422314199318285,0.523281317854957,temp,0.523281317854957
1,NC_046221.1.119684460,0.0266449387000684,0.597817358412243,0.265091787361135,precip,0.597817358412243
1,NC_046221.1.11985908,0.0259530087008917,0.591700059336591,0.23438369214031,precip,0.591700059336591
1,NC_046221.1.120444373,0.0269500061012842,0.551469671547509,0.334282187429971,precip,0.551469671547509
1,NC_046221.1.120886622,0.0272351748763632,0.57418975469988,0.302252967762361,precip,0.57418975469988
1,NC_046221.1.12099549,0.0257473237167392,0.627784737414327,0.203805676042017,precip,0.627784737414327
1,NC_046221.1.121034998,0.0259578470795066,0.574616283559214,0.260221061971246,precip,0.574616283559214
1,NC_046221.1.121225358,0.0257069606234531,0.573663824073073,0.279170293343586,precip,0.573663824073073
1,NC_046221.1.121554925,0.0270145150109596,0.545720385939444,0.333083067860142,precip,0.545720385939444
1,NC_046221.1.121864925,0.0274952132048902,0.752562584102348,0.118290817847087,precip,0.752562584102348
1,NC_046221.1.121983989,0.0257406561980641,0.517355718611687,0.337862034025169,precip,0.517355718611687
1,NC_046221.1.12220125,0.0258674611034699,0.600311533763274,0.249982890650823,precip,0.600311533763274
1,NC_046221.1.122352834,0.0267361144080022,0.531078752170939,0.32508902849291,precip,0.531078752170939
1,NC_046221.1.122773037,0.0265076562671347,0.572615432018335,0.293810651200529,precip,0.572615432018335
1,NC_046221.1.1228943,0.0265672863245357,0.589694239440222,0.242116229564667,precip,0.589694239440222
1,NC_046221.1.123319125,0.0269308782023227,0.626116617801695,0.246265700684442,precip,0.626116617801695
1,NC_046221.1.123421984,0.0260207892046176,0.65964193550233,0.191721208649489,precip,0.65964193550233
1,NC_046221.1.123452532,0.0268083120494764,0.668729885649091,0.198787590170831,precip,0.668729885649091
1,NC_046221.1.123476885,0.026832621160926,0.56271436399429,0.319861913696232,precip,0.56271436399429
1,NC_046221.1.123878978,0.0257410212547826,0.72823086577492,0.0892939589780155,precip,0.72823086577492
1,NC_046221.1.124325620,0.0260782156220516,0.604680280180619,0.232206853954791,precip,0.604680280180619
1,NC_046221.1.124563287,0.0260901785005439,0.562774896051921,0.22898770928227,precip,0.562774896051921
1,NC_046221.1.124637258,0.0260051437519375,0.541412770987118,0.308599068819111,precip,0.541412770987118
1,NC_046221.1.124782651,0.02744661147944,0.609949464993689,0.28504179948197,precip,0.609949464993689
1,NC_046221.1.124786852,0.0257111320870955,0.571526495692286,0.233440476944097,precip,0.571526495692286
1,NC_046221.1.125289194,0.0266064987933413,0.596216584803904,0.273427927243347,precip,0.596216584803904
1,NC_046221.1.125754122,0.0263599739735756,0.54639080246357,0.344903423234666,precip,0.54639080246357
1,NC_046221.1.126111556,0.0262902491851054,0.595905268103103,0.272954054691609,precip,0.595905268103103
1,NC_046221.1.126997767,0.0267103374574544,0.639744958601757,0.251638291096386,precip,0.639744958601757
1,NC_046221.1.127052306,0.0255607087461618,0.500077733469664,0.318327130223038,precip,0.500077733469664
1,NC_046221.1.127092878,0.025574776791616,0.595123305537835,0.215761608574068,precip,0.595123305537835
1,NC_046221.1.127166306,0.0260217951062621,0.674915062218033,0.147533117701797,precip,0.674915062218033
1,NC_046221.1.127224229,0.0261418649502268,0.708766143033263,0.126304083429773,precip,0.708766143033263
1,NC_046221.1.127262802,0.0266959999545822,0.654353442277608,0.2046476513906,precip,0.654353442277608
1,NC_046221.1.127472557,0.0257156446699991,0.612914960352141,0.232855266292482,precip,0.612914960352141
1,NC_046221.1.127626210,0.0269024312794926,0.572561107216668,0.288798298062368,precip,0.572561107216668
1,NC_046221.1.127709106,0.0279229831460592,0.657827353060267,0.224661339676814,precip,0.657827353060267
1,NC_046221.1.127841188,0.0272406778887468,0.641224041399236,0.242145465562264,precip,0.641224041399236
1,NC_046221.1.127842342,0.0259641747537185,0.636341899968681,0.191637391500653,precip,0.636341899968681
1,NC_046221.1.128391180,-0.0266122186377773,-0.565319237156003,-0.197398764186793,precip,0.565319237156003
1,NC_046221.1.128906280,0.0255685624143638,0.646167692849948,0.17152140269522,precip,0.646167692849948
1,NC_046221.1.129185578,0.0273966187693753,0.584017371212671,0.301563649392853,precip,0.584017371212671
1,NC_046221.1.130881103,0.0261105496212004,0.580602205453216,0.273712582698557,precip,0.580602205453216
1,NC_046221.1.130926019,0.0272926306806769,0.55957939635329,0.330370317281093,precip,0.55957939635329
1,NC_046221.1.130949338,0.025788627826033,0.615883245237754,0.221968181364954,precip,0.615883245237754
1,NC_046221.1.130949361,0.0263941786031009,0.620753865330634,0.242689457459751,precip,0.620753865330634
1,NC_046221.1.130949735,0.0262946883695887,0.471395198631033,0.380959006065792,precip,0.471395198631033
1,NC_046221.1.131145571,0.0261919430169003,0.487527971733768,0.367077180502236,precip,0.487527971733768
1,NC_046221.1.1314883,0.0256340184373491,0.393670530387086,0.411906939332152,temp,0.411906939332152
1,NC_046221.1.131641337,0.0274069272591894,0.613107266339935,0.283393576411535,precip,0.613107266339935
1,NC_046221.1.132293340,0.0265472228900932,0.496287734740781,0.366928139075679,precip,0.496287734740781
1,NC_046221.1.132440950,0.0266712480427061,0.608266560647596,0.243131343506076,precip,0.608266560647596
1,NC_046221.1.132562169,0.0267581408214083,0.585392109697048,0.28824575759818,precip,0.585392109697048
1,NC_046221.1.132807758,0.02628068023283,0.591116432010536,0.249849336355609,precip,0.591116432010536
1,NC_046221.1.132820109,0.0255957133303009,0.484088788385431,0.363570751737924,precip,0.484088788385431
1,NC_046221.1.132826723,0.0257959926246516,0.640815177219966,0.208362197610046,precip,0.640815177219966
1,NC_046221.1.132994480,0.0259467258329742,0.548070592121216,0.284793136387133,precip,0.548070592121216
1,NC_046221.1.133129188,0.0262214696943442,0.636465419759168,0.22210211847279,precip,0.636465419759168
1,NC_046221.1.133751792,0.0262526701139014,0.572535971668518,0.259515017035917,precip,0.572535971668518
1,NC_046221.1.133782116,0.0260654240248511,0.590110192435534,0.241474970570457,precip,0.590110192435534
1,NC_046221.1.134115627,0.0260168579737871,0.457499212644873,0.38533448657012,precip,0.457499212644873
1,NC_046221.1.134439289,0.0269502634055678,0.613811508435922,0.275339220749186,precip,0.613811508435922
1,NC_046221.1.135587376,0.0264063170391589,0.520307698874684,0.350774783854369,precip,0.520307698874684
1,NC_046221.1.135741829,0.0258167163321822,0.582802658380794,0.260946200783198,precip,0.582802658380794
1,NC_046221.1.13604091,0.0265100756814167,0.539283243719112,0.31527039779484,precip,0.539283243719112
1,NC_046221.1.136375159,0.0259304980399154,0.474402210245057,0.366878728931791,precip,0.474402210245057
1,NC_046221.1.136375166,0.02606746309444,0.478981598021338,0.367157210181401,precip,0.478981598021338
1,NC_046221.1.136402274,0.0263382919545206,0.55870709088929,0.305989352732372,precip,0.55870709088929
1,NC_046221.1.136608230,0.0258408932852035,0.700542440275078,0.160832203756469,precip,0.700542440275078
1,NC_046221.1.136719733,0.0257310302266226,0.578959447302893,0.281936787063142,precip,0.578959447302893
1,NC_046221.1.137011292,0.0269316322731791,0.599186251555193,0.272981537889838,precip,0.599186251555193
1,NC_046221.1.137724845,0.0256427535507095,0.533028318353398,0.24193375851414,precip,0.533028318353398
1,NC_046221.1.13779301,0.0259884416715386,0.563930459687085,0.302368860501941,precip,0.563930459687085
1,NC_046221.1.137884909,0.0256164518138826,0.515424511365929,0.311870715908895,precip,0.515424511365929
1,NC_046221.1.137996037,0.0263255453821793,0.528954623097492,0.308214210333124,precip,0.528954623097492
1,NC_046221.1.138480619,0.0260127028988991,0.555967683095619,0.304093529014175,precip,0.555967683095619
1,NC_046221.1.138569596,0.0258099799371895,0.74986584316917,0.01130985423433,precip,0.74986584316917
1,NC_046221.1.138751410,0.0272506182100195,0.568248260981092,0.312670040559236,precip,0.568248260981092
1,NC_046221.1.138775483,0.0263069954296629,0.74718438539659,0.136217908443075,precip,0.74718438539659
1,NC_046221.1.139600025,0.0270885485486268,0.534534276072103,0.33966980775063,precip,0.534534276072103
1,NC_046221.1.139694739,0.0255107108583763,0.593089269260029,0.239625938722423,precip,0.593089269260029
1,NC_046221.1.140138508,0.0260350668954533,0.545575096287756,0.298261270957697,precip,0.545575096287756
1,NC_046221.1.140293852,0.0256025128880571,0.549132747584065,0.270325841525924,precip,0.549132747584065
1,NC_046221.1.140370985,0.0258157149581078,0.631782586528939,0.198017252510307,precip,0.631782586528939
1,NC_046221.1.140960971,0.0258649012179212,0.468350820585974,0.357909300588078,precip,0.468350820585974
